"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1987,0,0.137,1.2,"APSIM","2_51",2,5,1
1988,0,0.598,1.5,"APSIM","2_51",2,5,1
1989,0,0.879,1.7,"APSIM","2_51",2,5,1
1990,0,0.6,2,"APSIM","2_51",2,5,1
1991,0,0.639,2.5,"APSIM","2_51",2,5,1
1992,0,0.672,2.9,"APSIM","2_51",2,5,1
1993,0,0.218,3.1,"APSIM","2_51",2,5,1
1994,0,0.34,3.3,"APSIM","2_51",2,5,1
1995,0,0.527,3.5,"APSIM","2_51",2,5,1
1996,0,0.816,3.6,"APSIM","2_51",2,5,1
1997,0,0.61,3.7,"APSIM","2_51",2,5,1
1998,0,0.664,3.9,"APSIM","2_51",2,5,1
1999,0,0.498,4,"APSIM","2_51",2,5,1
2000,0,0.41,3.9,"APSIM","2_51",2,5,1
2001,0,0.199,4,"APSIM","2_51",2,5,1
2002,0,0.789,4,"APSIM","2_51",2,5,1
2003,1.669,0,4.1,"APSIM","2_51",2,5,1
2004,0,0.385,4.1,"APSIM","2_51",2,5,1
2005,2.141,0,4.3,"APSIM","2_51",2,5,1
2006,0,0.943,4.3,"APSIM","2_51",2,5,1
2007,2.17,0,4.2,"APSIM","2_51",2,5,1
2008,0,0.416,3.9,"APSIM","2_51",2,5,1
2009,1.454,0,4.1,"APSIM","2_51",2,5,1
2010,0,0.501,4,"APSIM","2_51",2,5,1
2011,0,0.054,4.3,"APSIM","2_51",2,5,1
2012,1.015,0.064,4.4,"APSIM","2_51",2,5,1
2013,0,1.362,4.2,"APSIM","2_51",2,5,1
2014,1.857,0,4.3,"APSIM","2_51",2,5,1
2015,0,0.712,4,"APSIM","2_51",2,5,1
2016,1.468,0,4.2,"APSIM","2_51",2,5,1
2017,0,0.899,4,"APSIM","2_51",2,5,1
2018,0.706,0,4.3,"APSIM","2_51",2,5,1
2019,0,1.262,4.1,"APSIM","2_51",2,5,1
2020,1.515,0,4.3,"APSIM","2_51",2,5,1
2021,0,0.839,4.1,"APSIM","2_51",2,5,1
2022,2.083,0,4.3,"APSIM","2_51",2,5,1
2023,0,1.089,4.2,"APSIM","2_51",2,5,1
2024,2.228,0,4.4,"APSIM","2_51",2,5,1
2025,0,0.961,4.2,"APSIM","2_51",2,5,1
2026,2.289,0,4.4,"APSIM","2_51",2,5,1
2027,0,0.698,4.2,"APSIM","2_51",2,5,1
2028,2.271,0,4.2,"APSIM","2_51",2,5,1
2029,0,0.52,4.2,"APSIM","2_51",2,5,1
2030,1.46,0,4.4,"APSIM","2_51",2,5,1
2031,0,0.426,4.3,"APSIM","2_51",2,5,1
2032,1.798,0,4.3,"APSIM","2_51",2,5,1
2033,0,1.155,4.2,"APSIM","2_51",2,5,1
2034,1.691,0,4.3,"APSIM","2_51",2,5,1
2035,0,0.402,4,"APSIM","2_51",2,5,1
2036,2.401,0,3.9,"APSIM","2_51",2,5,1
2037,0,0.401,3.7,"APSIM","2_51",2,5,1
2038,1.658,0,3.9,"APSIM","2_51",2,5,1
2039,0,0.207,3.9,"APSIM","2_51",2,5,1
2040,0.361,0,3.9,"APSIM","2_51",2,5,1
2041,0,1.106,3.6,"APSIM","2_51",2,5,1
2042,1.579,0,3.8,"APSIM","2_51",2,5,1
2043,0,0.38,3.8,"APSIM","2_51",2,5,1
2044,1.359,0,4,"APSIM","2_51",2,5,1
2045,0,0.511,3.9,"APSIM","2_51",2,5,1
2046,0,0,4,"APSIM","2_51",2,5,1
2047,0,0.634,3.8,"APSIM","2_51",2,5,1
2048,1.643,0,3.8,"APSIM","2_51",2,5,1
2049,0,0.513,3.7,"APSIM","2_51",2,5,1
2050,1.604,0,3.7,"APSIM","2_51",2,5,1
