"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1987,0,0.184,2.7,"APSIM","1_62",1,6,2
1988,0,0.703,3.2,"APSIM","1_62",1,6,2
1989,0,1.382,3.6,"APSIM","1_62",1,6,2
1990,0,0.873,4,"APSIM","1_62",1,6,2
1991,0,1.104,4.8,"APSIM","1_62",1,6,2
1992,0,1.079,5.3,"APSIM","1_62",1,6,2
1993,0,0.279,5.6,"APSIM","1_62",1,6,2
1994,0,0.34,5.8,"APSIM","1_62",1,6,2
1995,0,0.618,5.8,"APSIM","1_62",1,6,2
1996,0,1.518,5.9,"APSIM","1_62",1,6,2
1997,0,1,6.2,"APSIM","1_62",1,6,2
1998,0,1.218,6.6,"APSIM","1_62",1,6,2
1999,0,0.498,6.7,"APSIM","1_62",1,6,2
2000,0,0.632,6.5,"APSIM","1_62",1,6,2
2001,0,0.216,6.7,"APSIM","1_62",1,6,2
2002,0,1.528,6.6,"APSIM","1_62",1,6,2
2003,2.39,0,7,"APSIM","1_62",1,6,2
2004,0,0.363,7.2,"APSIM","1_62",1,6,2
2005,3.018,0,7.2,"APSIM","1_62",1,6,2
2006,0,0.653,7.3,"APSIM","1_62",1,6,2
2007,3.961,0,7.3,"APSIM","1_62",1,6,2
2008,0,0.481,7,"APSIM","1_62",1,6,2
2009,2.187,0,7.1,"APSIM","1_62",1,6,2
2010,0,0.331,7.1,"APSIM","1_62",1,6,2
2011,0.495,0,17,"APSIM","1_62",1,6,2
2012,0,0.22,16.8,"APSIM","1_62",1,6,2
2013,2.363,0,16.6,"APSIM","1_62",1,6,2
2014,0,0.631,16.3,"APSIM","1_62",1,6,2
2015,3.304,0,16.1,"APSIM","1_62",1,6,2
2016,0,0.552,16.3,"APSIM","1_62",1,6,2
2017,3.465,0,16.2,"APSIM","1_62",1,6,2
2018,0,0.244,16.1,"APSIM","1_62",1,6,2
2019,2.635,0,15.8,"APSIM","1_62",1,6,2
2020,0,0.302,15.8,"APSIM","1_62",1,6,2
2021,3.754,0,15.7,"APSIM","1_62",1,6,2
2022,0,0.485,15.6,"APSIM","1_62",1,6,2
2023,1.373,0,15.7,"APSIM","1_62",1,6,2
2024,0,0.552,15.6,"APSIM","1_62",1,6,2
2025,2.77,0,15.6,"APSIM","1_62",1,6,2
2026,0,0.542,15.8,"APSIM","1_62",1,6,2
2027,2.325,0,15.7,"APSIM","1_62",1,6,2
2028,0,0.375,15.6,"APSIM","1_62",1,6,2
2029,1.666,0,15.7,"APSIM","1_62",1,6,2
2030,0,0.975,15.6,"APSIM","1_62",1,6,2
2031,2.681,0,15.6,"APSIM","1_62",1,6,2
2032,0,0.423,15.8,"APSIM","1_62",1,6,2
2033,3.086,0,15.8,"APSIM","1_62",1,6,2
2034,0,0.281,15.9,"APSIM","1_62",1,6,2
2035,3.473,0,15.6,"APSIM","1_62",1,6,2
2036,0,0.572,15.5,"APSIM","1_62",1,6,2
2037,2.104,0,15.5,"APSIM","1_62",1,6,2
2038,0,0.269,15.5,"APSIM","1_62",1,6,2
2039,0.536,0,15.6,"APSIM","1_62",1,6,2
2040,0,0.251,15.5,"APSIM","1_62",1,6,2
2041,2.37,0,15.4,"APSIM","1_62",1,6,2
2042,0,0.63,15.2,"APSIM","1_62",1,6,2
2043,3.268,0,15,"APSIM","1_62",1,6,2
2044,0,0.549,15.3,"APSIM","1_62",1,6,2
2045,3.479,0,15.2,"APSIM","1_62",1,6,2
2046,0,0.25,15.2,"APSIM","1_62",1,6,2
2047,2.63,0,15,"APSIM","1_62",1,6,2
2048,0,0.301,15,"APSIM","1_62",1,6,2
2049,3.721,0,14.9,"APSIM","1_62",1,6,2
2050,0,0.492,14.9,"APSIM","1_62",1,6,2
