"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1987,0,0.156,1.8,"APSIM","3_43",3,4,3
1988,0,0.704,2.3,"APSIM","3_43",3,4,3
1989,0,1.307,2.6,"APSIM","3_43",3,4,3
1990,0,0.862,3.1,"APSIM","3_43",3,4,3
1991,0,0.93,3.8,"APSIM","3_43",3,4,3
1992,0,1.017,4.4,"APSIM","3_43",3,4,3
1993,0,0.283,4.8,"APSIM","3_43",3,4,3
1994,0,0.338,5,"APSIM","3_43",3,4,3
1995,0,0.618,5,"APSIM","3_43",3,4,3
1996,0,1.41,5.1,"APSIM","3_43",3,4,3
1997,0,0.968,5.4,"APSIM","3_43",3,4,3
1998,0,1.09,5.7,"APSIM","3_43",3,4,3
1999,0,0.498,6,"APSIM","3_43",3,4,3
2000,0,0.632,5.8,"APSIM","3_43",3,4,3
2001,0,0.217,6,"APSIM","3_43",3,4,3
2002,0,1.472,5.9,"APSIM","3_43",3,4,3
2003,2.39,0,6.3,"APSIM","3_43",3,4,3
2004,0,0.361,6.4,"APSIM","3_43",3,4,3
2005,3.018,0,6.4,"APSIM","3_43",3,4,3
2006,0,0.614,6.6,"APSIM","3_43",3,4,3
2007,3.961,0,6.5,"APSIM","3_43",3,4,3
2008,0,0.474,6.3,"APSIM","3_43",3,4,3
2009,2.19,0,6.4,"APSIM","3_43",3,4,3
2010,0,0.33,6.4,"APSIM","3_43",3,4,3
2011,0,0,6.5,"APSIM","3_43",3,4,3
2012,0,0.727,6.2,"APSIM","3_43",3,4,3
2013,2.115,0,6.2,"APSIM","3_43",3,4,3
2014,0,0.622,6.1,"APSIM","3_43",3,4,3
2015,3.216,0,6,"APSIM","3_43",3,4,3
2016,0,0.39,6.2,"APSIM","3_43",3,4,3
2017,3.539,0,6.2,"APSIM","3_43",3,4,3
2018,0,0.365,6.2,"APSIM","3_43",3,4,3
2019,2.586,0,6.1,"APSIM","3_43",3,4,3
2020,0,0.214,6.1,"APSIM","3_43",3,4,3
2021,3.833,0,6,"APSIM","3_43",3,4,3
2022,0,0.177,6,"APSIM","3_43",3,4,3
2023,2.445,0,6.1,"APSIM","3_43",3,4,3
2024,0,0.303,6.2,"APSIM","3_43",3,4,3
2025,1.373,0,6.3,"APSIM","3_43",3,4,3
2026,0,0.271,6.3,"APSIM","3_43",3,4,3
2027,1.71,0,6.3,"APSIM","3_43",3,4,3
2028,0,0.395,6.4,"APSIM","3_43",3,4,3
2029,2.3,0,6.3,"APSIM","3_43",3,4,3
2030,0,0.714,6.3,"APSIM","3_43",3,4,3
2031,3.106,0,6.4,"APSIM","3_43",3,4,3
2032,0,0.218,6.3,"APSIM","3_43",3,4,3
2033,2.304,0,6.3,"APSIM","3_43",3,4,3
2034,0,0.472,6.2,"APSIM","3_43",3,4,3
2035,1.124,0,6.4,"APSIM","3_43",3,4,3
2036,0,0.441,6.3,"APSIM","3_43",3,4,3
2037,3.837,0,6.3,"APSIM","3_43",3,4,3
2038,0,0.175,6.2,"APSIM","3_43",3,4,3
2039,1.834,0,6.2,"APSIM","3_43",3,4,3
2040,0,0.307,6.4,"APSIM","3_43",3,4,3
2041,1.76,0,6.4,"APSIM","3_43",3,4,3
2042,0,0.154,6.4,"APSIM","3_43",3,4,3
2043,2.942,0,6.2,"APSIM","3_43",3,4,3
2044,0,0.166,6.2,"APSIM","3_43",3,4,3
2045,2.516,0,6.2,"APSIM","3_43",3,4,3
2046,0,0.283,6.2,"APSIM","3_43",3,4,3
2047,2.35,0,6.3,"APSIM","3_43",3,4,3
2048,0,0.361,6.2,"APSIM","3_43",3,4,3
2049,2.006,0,6,"APSIM","3_43",3,4,3
2050,0,0.36,6.2,"APSIM","3_43",3,4,3
