"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1987,0,0.205,2.7,"APSIM","5_62",5,6,2
1988,0,0.693,3.2,"APSIM","5_62",5,6,2
1989,0,1.392,3.6,"APSIM","5_62",5,6,2
1990,0,0.901,4,"APSIM","5_62",5,6,2
1991,0,1.132,4.9,"APSIM","5_62",5,6,2
1992,0,1.079,5.3,"APSIM","5_62",5,6,2
1993,0,0.279,5.7,"APSIM","5_62",5,6,2
1994,0,0.34,5.8,"APSIM","5_62",5,6,2
1995,0,0.618,5.8,"APSIM","5_62",5,6,2
1996,0,1.512,5.9,"APSIM","5_62",5,6,2
1997,0,0.989,6.2,"APSIM","5_62",5,6,2
1998,0,1.194,6.6,"APSIM","5_62",5,6,2
1999,0,0.498,6.7,"APSIM","5_62",5,6,2
2000,0,0.632,6.5,"APSIM","5_62",5,6,2
2001,0,0.217,6.7,"APSIM","5_62",5,6,2
2002,0,1.47,6.6,"APSIM","5_62",5,6,2
2003,2.39,0,7,"APSIM","5_62",5,6,2
2004,0,0.361,7.1,"APSIM","5_62",5,6,2
2005,3.018,0,7.2,"APSIM","5_62",5,6,2
2006,0,0.615,7.3,"APSIM","5_62",5,6,2
2007,3.961,0,7.3,"APSIM","5_62",5,6,2
2008,0,0.472,7,"APSIM","5_62",5,6,2
2009,2.191,0,7.1,"APSIM","5_62",5,6,2
2010,0,0.315,7.1,"APSIM","5_62",5,6,2
2011,0.497,0,17,"APSIM","5_62",5,6,2
2012,0,0.22,16.7,"APSIM","5_62",5,6,2
2013,2.364,0,16.6,"APSIM","5_62",5,6,2
2014,0,0.639,16.3,"APSIM","5_62",5,6,2
2015,3.299,0,16.1,"APSIM","5_62",5,6,2
2016,0,0.549,16.2,"APSIM","5_62",5,6,2
2017,3.465,0,16.2,"APSIM","5_62",5,6,2
2018,0,0.243,16.1,"APSIM","5_62",5,6,2
2019,2.635,0,15.8,"APSIM","5_62",5,6,2
2020,0,0.3,15.8,"APSIM","5_62",5,6,2
2021,3.749,0,15.7,"APSIM","5_62",5,6,2
2022,0,0.237,15.5,"APSIM","5_62",5,6,2
2023,3.235,0,15.5,"APSIM","5_62",5,6,2
2024,0,0.693,15.5,"APSIM","5_62",5,6,2
2025,2.352,0,15.7,"APSIM","5_62",5,6,2
2026,0,0.271,15.7,"APSIM","5_62",5,6,2
2027,2.837,0,15.6,"APSIM","5_62",5,6,2
2028,0,0.31,15.3,"APSIM","5_62",5,6,2
2029,1.31,0,15.3,"APSIM","5_62",5,6,2
2030,0,0.467,15.3,"APSIM","5_62",5,6,2
2031,3.532,0,15.2,"APSIM","5_62",5,6,2
2032,0,0.407,15.3,"APSIM","5_62",5,6,2
2033,1.887,0,15.3,"APSIM","5_62",5,6,2
2034,0,0.21,15.1,"APSIM","5_62",5,6,2
2035,3.237,0,14.9,"APSIM","5_62",5,6,2
2036,0,0.105,15,"APSIM","5_62",5,6,2
2037,2.661,0,14.7,"APSIM","5_62",5,6,2
2038,0,0.579,14.7,"APSIM","5_62",5,6,2
2039,3.107,0,14.7,"APSIM","5_62",5,6,2
2040,0,0.224,14.6,"APSIM","5_62",5,6,2
2041,2.063,0,14.4,"APSIM","5_62",5,6,2
2042,0,0.401,14.4,"APSIM","5_62",5,6,2
2043,2.765,0,14.4,"APSIM","5_62",5,6,2
2044,0,0.246,14.5,"APSIM","5_62",5,6,2
2045,2.06,0,14.4,"APSIM","5_62",5,6,2
2046,0,0.428,14.4,"APSIM","5_62",5,6,2
2047,1.823,0,14.4,"APSIM","5_62",5,6,2
2048,0,0.267,14.4,"APSIM","5_62",5,6,2
2049,2.397,0,14.5,"APSIM","5_62",5,6,2
2050,0,0.495,14.5,"APSIM","5_62",5,6,2
