"year","SorghumYld_Mgha","CottonYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
"1940",NA,NA,"12.44345","RothC","1_42","1","4","2"
"1941",NA,NA,"12.387","RothC","1_42","1","4","2"
"1942",NA,NA,"12.0627","RothC","1_42","1","4","2"
"1943",NA,NA,"11.77545","RothC","1_42","1","4","2"
"1944",NA,NA,"11.50515","RothC","1_42","1","4","2"
"1945",NA,NA,"11.26425","RothC","1_42","1","4","2"
"1946",NA,NA,"11.0814","RothC","1_42","1","4","2"
"1947",NA,NA,"10.88105","RothC","1_42","1","4","2"
"1948",NA,NA,"10.7038","RothC","1_42","1","4","2"
"1949",NA,NA,"10.55285","RothC","1_42","1","4","2"
"1950",NA,NA,"10.4115","RothC","1_42","1","4","2"
"1951",NA,NA,"10.2765","RothC","1_42","1","4","2"
"1952",NA,NA,"10.16855","RothC","1_42","1","4","2"
"1953",NA,NA,"10.09625","RothC","1_42","1","4","2"
"1954",NA,NA,"9.97815","RothC","1_42","1","4","2"
"1955",NA,NA,"9.8856","RothC","1_42","1","4","2"
"1956",NA,NA,"9.7942","RothC","1_42","1","4","2"
"1957",NA,NA,"9.71965","RothC","1_42","1","4","2"
"1958",NA,NA,"9.62535","RothC","1_42","1","4","2"
"1959",NA,NA,"9.5628","RothC","1_42","1","4","2"
"1960",NA,NA,"9.49625","RothC","1_42","1","4","2"
"1961",NA,NA,"9.3707","RothC","1_42","1","4","2"
"1962",NA,NA,"9.25945","RothC","1_42","1","4","2"
"1963",NA,NA,"9.16465","RothC","1_42","1","4","2"
"1964",NA,NA,"9.0638","RothC","1_42","1","4","2"
"1965",NA,NA,"8.9678","RothC","1_42","1","4","2"
"1966",NA,NA,"8.8832","RothC","1_42","1","4","2"
"1967",NA,NA,"8.8022","RothC","1_42","1","4","2"
"1968",NA,NA,"8.7177","RothC","1_42","1","4","2"
"1969",NA,NA,"8.6335","RothC","1_42","1","4","2"
"1970",NA,NA,"8.5549","RothC","1_42","1","4","2"
"1971",NA,NA,"8.47795","RothC","1_42","1","4","2"
"1972",NA,NA,"8.3947","RothC","1_42","1","4","2"
"1973",NA,NA,"8.3151","RothC","1_42","1","4","2"
"1974",NA,NA,"8.24595","RothC","1_42","1","4","2"
"1975",NA,NA,"8.1726","RothC","1_42","1","4","2"
"1976",NA,NA,"8.10295","RothC","1_42","1","4","2"
"1977",NA,NA,"8.0331","RothC","1_42","1","4","2"
"1978",NA,NA,"7.9674","RothC","1_42","1","4","2"
"1979",NA,NA,"7.902","RothC","1_42","1","4","2"
"1980",NA,NA,"7.8408","RothC","1_42","1","4","2"
"1981",NA,NA,"7.7824","RothC","1_42","1","4","2"
"1982",NA,NA,"7.7181","RothC","1_42","1","4","2"
"1983",NA,NA,"7.6554","RothC","1_42","1","4","2"
"1984",NA,NA,"7.5865","RothC","1_42","1","4","2"
"1985",NA,NA,"7.51955","RothC","1_42","1","4","2"
"1986",NA,NA,"7.4573","RothC","1_42","1","4","2"
"1987",NA,NA,"7.3972","RothC","1_42","1","4","2"
"1988",NA,NA,"7.3341","RothC","1_42","1","4","2"
"1989",NA,NA,"7.26775","RothC","1_42","1","4","2"
"1990",NA,NA,"7.20765","RothC","1_42","1","4","2"
"1991",NA,NA,"7.15415","RothC","1_42","1","4","2"
"1992",NA,NA,"7.09335","RothC","1_42","1","4","2"
"1993",NA,NA,"7.03395","RothC","1_42","1","4","2"
"1994",NA,NA,"6.9813","RothC","1_42","1","4","2"
"1995",NA,NA,"6.92795","RothC","1_42","1","4","2"
"1996",NA,NA,"6.87","RothC","1_42","1","4","2"
"1997",NA,NA,"6.81125","RothC","1_42","1","4","2"
"1998",NA,NA,"6.75575","RothC","1_42","1","4","2"
"1999",NA,NA,"6.7004","RothC","1_42","1","4","2"
"2000",NA,NA,"6.63815","RothC","1_42","1","4","2"
"2001",NA,NA,"6.5783","RothC","1_42","1","4","2"
"2002",NA,NA,"6.5271","RothC","1_42","1","4","2"
"2003",NA,NA,"6.51975","RothC","1_42","1","4","2"
"2004",NA,NA,"6.51845","RothC","1_42","1","4","2"
"2005",NA,NA,"6.5826","RothC","1_42","1","4","2"
"2006",NA,NA,"6.5651","RothC","1_42","1","4","2"
"2007",NA,NA,"6.5083","RothC","1_42","1","4","2"
"2008",NA,NA,"6.4603","RothC","1_42","1","4","2"
"2009",NA,NA,"6.4316","RothC","1_42","1","4","2"
"2010",NA,NA,"6.4143","RothC","1_42","1","4","2"
"2011",NA,NA,"6.4111","RothC","1_42","1","4","2"
"2012",NA,NA,"6.3863","RothC","1_42","1","4","2"
"2013",NA,NA,"6.374","RothC","1_42","1","4","2"
"2014",NA,NA,"6.37495","RothC","1_42","1","4","2"
"2015",NA,NA,"6.36335","RothC","1_42","1","4","2"
"2016",NA,NA,"6.33465","RothC","1_42","1","4","2"
"2017",NA,NA,"6.316","RothC","1_42","1","4","2"
"2018",NA,NA,"6.3142","RothC","1_42","1","4","2"
"2019",NA,NA,"6.2861","RothC","1_42","1","4","2"
"2020",NA,NA,"6.2742","RothC","1_42","1","4","2"
"2021",NA,NA,"6.24255","RothC","1_42","1","4","2"
"2022",NA,NA,"6.21805","RothC","1_42","1","4","2"
"2023",NA,NA,"6.1776","RothC","1_42","1","4","2"
"2024",NA,NA,"6.1675","RothC","1_42","1","4","2"
"2025",NA,NA,"6.16995","RothC","1_42","1","4","2"
"2026",NA,NA,"6.16155","RothC","1_42","1","4","2"
"2027",NA,NA,"6.1305","RothC","1_42","1","4","2"
"2028",NA,NA,"6.1176","RothC","1_42","1","4","2"
"2029",NA,NA,"6.08015","RothC","1_42","1","4","2"
"2030",NA,NA,"6.04835","RothC","1_42","1","4","2"
"2031",NA,NA,"6.0311","RothC","1_42","1","4","2"
"2032",NA,NA,"6.02915","RothC","1_42","1","4","2"
"2033",NA,NA,"6.0194","RothC","1_42","1","4","2"
"2034",NA,NA,"6.0184","RothC","1_42","1","4","2"
"2035",NA,NA,"5.98305","RothC","1_42","1","4","2"
"2036",NA,NA,"5.96655","RothC","1_42","1","4","2"
"2037",NA,NA,"5.96415","RothC","1_42","1","4","2"
"2038",NA,NA,"5.9538","RothC","1_42","1","4","2"
"2039",NA,NA,"5.9286","RothC","1_42","1","4","2"
"2040",NA,NA,"5.8894","RothC","1_42","1","4","2"
"2041",NA,NA,"5.8652","RothC","1_42","1","4","2"
"2042",NA,NA,"5.86615","RothC","1_42","1","4","2"
"2043",NA,NA,"5.84745","RothC","1_42","1","4","2"
"2044",NA,NA,"5.82615","RothC","1_42","1","4","2"
"2045",NA,NA,"5.79925","RothC","1_42","1","4","2"
"2046",NA,NA,"5.8036","RothC","1_42","1","4","2"
"2047",NA,NA,"5.7692","RothC","1_42","1","4","2"
"2048",NA,NA,"5.7586","RothC","1_42","1","4","2"
